24.174,1,10,10
25.163,2,10,10
26.152,4,10,10
28.131,3,10,10
29.12,1,10,10
30.11,3,10,10
31.099,5,10,10
33.078,3,10,10
34.067,3,10,10
35.056,5,10,10
37.035,3,10,10
38.024,1,10,10
40.003,5,10,10
40.993,3,10,10
42.477,4,10,10
43.961,1,10,10
44.95,2,10,10
45.939,5,10,10
47.918,3,10,10
48.907,1,10,10
49.897,3,10,10
50.886,5,10,10
51.875,5,10,10
52.865,3,10,10
53.854,1,10,10
54.843,3,10,10
55.833,5,10,10
56.822,4,10,10
57.811,2,10,10
59.295,4,10,10
60.779,1,10,10
61.769,2,10,10
63.253,2,10,10
64.737,3,10,10
66.221,2,10,10
67.21,1,10,10
68.694,2,10,10
69.683,4,10,10
71.167,4,10,10
72.651,3,10,10
74.135,5,10,10
75.125,4,10,10
76.609,5,10,10
77.598,4,10,10
79.082,4,10,10
80.566,3,10,10
81.556,1,10,10
82.545,3,10,10
83.534,5,10,10
84.524,5,10,10
85.513,2,10,10
86.997,2,10,10
88.98,2,10,10
90.964,2,10,10
92.947,2,10,10
95.406,3,10,10
96.396,3,10,10
97.632,1,10,10
99.116,2,10,10
100.353,5,10,10
101.342,4,10,10
102.826,4,10,10
103.816,2,10,10
105.3,3,10,10
106.536,5,10,10
107.773,3,10,10
109.257,1,10,10
110.741,2,10,10
112.225,3,10,10
113.462,1,10,10
114.946,2,10,10
116.183,4,10,10
117.172,2,10,10
118.656,2,10,10
120.635,4,10,10
122.613,2,10,10
124.592,2,10,10
125.829,4,10,10
126.818,2,10,10
128.055,2,10,10
129.044,4,10,10
130.033,4,10,10
131.023,2,10,10
132.012,1,10,10
133.249,4,10,10
134.238,4,10,10
135.969,1,10,10
136.959,4,10,10
138.195,4,10,10
139.927,0,10,10
140.916,2,10,10
142.4,2,10,10
144.383,2,10,10
146.367,2,10,10
148.35,2,10,10
150.334,2,10,10
152.317,2,10,10
154.301,2,10,10
156.284,2,10,10
159.219,5,10,10
160.208,3,10,10
161.198,1,10,10
162.187,2,10,10
163.176,4,10,10
164.166,4,10,10
165.155,2,10,10
166.144,0,10,10
167.134,3,10,10
168.123,4,10,10
169.112,2,10,10
170.102,1,10,10
171.091,3,10,10
172.08,6,10,10
173.07,6,10,10
174.059,4,10,10
175.543,4,10,10
176.532,2,10,10
177.769,2,10,10
179.006,5,10,10
179.5,5,10,10
180.737,3,10,10
182.221,3,10,10
183.458,3,10,10
184.942,6,10,10
186.178,4,10,10
187.415,1,10,10
187.91,1,10,10
189.146,3,10,10
189.888,5,10,10
191.372,3,10,10
192.362,1,10,10
193.351,3,10,10
194.341,5,10,10
194.835,6,10,10
195.33,5,10,10
196.567,2,10,10
198.051,3,10,10
199.287,3,10,10
199.782,2,10,10
200.277,1,10,10
201.266,1,10,10
202.255,0,10,10
203.245,3,10,10
203.739,3,10,10
204.729,1,10,10
205.223,2,10,10
205.718,3,10,10
206.707,5,10,10
207.202,4,10,10
208.439,1,10,10
208.933,1,10,10
209.923,4,10,10
211.159,4,10,10
211.654,3,10,10
212.149,3,10,10
