19.390,3,10,10
19.990,3,10,10
20.590,1,10,10
21.040,2,10,10
21.640,2,10,10
22.090,1,10,10
22.690,1,10,10
23.290,3,10,10
23.890,4,10,10
24.490,3,10,10
25.090,0,10,10
25.690,2,10,10
26.140,3,10,10
26.890,2,10,10
27.340,3,10,10
28.090,4,10,10
28.690,3,10,10
29.290,0,10,10
30.190,3,10,10
30.640,6,10,10
31.390,2,10,10
31.840,2,10,10
32.590,4,10,10
33.040,2,10,10
33.640,4,10,10
34.090,5,10,10
34.840,4,10,10
35.290,4,10,10
35.890,2,10,10
36.490,4,10,10
36.940,2,10,10
37.540,3,10,10
37.990,4,10,10
38.590,2,10,10
39.040,1,10,10
39.640,3,10,10
42.190,2,10,10
44.590,5,10,10
46.990,1,10,10
47.440,1,10,10
48.190,0,10,10
48.790,1,10,10
49.240,2,10,10
49.840,3,10,10
50.290,4,10,10
50.890,5,10,10
51.490,5,10,10
52.090,1,10,10
52.540,2,10,10
53.140,3,10,10
53.590,3,10,10
54.340,3,10,10
55.090,0,10,10
55.840,3,10,10
56.290,5,10,10
56.890,3,10,10
57.340,3,10,10
58.015,2,10,10
58.690,4,10,10
59.290,6,10,10
59.890,4,10,10
60.340,4,10,10
61.090,1,10,10
61.690,1,10,10
62.290,2,10,10
62.890,1,10,10
63.340,3,10,10
64.090,1,10,10
64.690,4,10,10
65.290,0,10,10
65.890,5,10,10
66.565,1,10,10
67.015,1,10,10
67.840,3,10,10
68.290,6,10,10
69.040,2,10,10
69.490,1,10,10
70.090,1,10,10
70.690,4,10,10
71.290,5,10,10
71.890,3,10,10
72.565,2,10,10
73.090,0,10,10
73.765,1,10,10
74.290,3,10,10
74.965,5,10,10
75.415,5,10,10
76.090,2,10,10
76.540,3,10,10
77.290,0,10,10
77.890,2,10,10
78.640,3,10,10
79.090,1,10,10
79.840,1,10,10
80.290,4,10,10
81.040,0,10,10
81.490,5,10,10
82.090,4,10,10
82.690,5,10,10
83.290,6,10,10
83.740,4,10,10
84.490,4,10,10
84.940,3,10,10
85.690,3,10,10
86.140,3,10,10
86.815,3,10,10
87.490,3,10,10
88.240,5,10,10
88.690,5,10,10
89.440,3,10,10
89.890,5,10,10
90.640,0,10,10
91.090,1,10,10
91.840,1,10,10
92.290,4,10,10
93.040,2,10,10
93.490,1,10,10
94.090,3,10,10
94.690,4,10,10
95.290,4,10,10
95.740,3,10,10
97.390,2,10,10
97.840,2,10,10
98.590,1,10,10
99.040,5,10,10
99.790,2,10,10
100.240,3,10,10
100.840,3,10,10
101.290,5,10,10
102.190,2,10,10
102.640,1,10,10
103.390,3,10,10
103.840,1,10,10
104.590,3,10,10
105.190,3,10,10
105.790,0,10,10
106.390,1,10,10
107.440,3,10,10
107.890,2,10,10
108.640,4,10,10
109.090,3,10,10
109.840,4,10,10
110.290,1,10,10
111.190,2,10,10
111.790,2,10,10
112.240,3,10,10
112.840,3,10,10
114.190,3,10,10
114.640,2,10,10
115.390,2,10,10
115.840,3,10,10
116.590,1,10,10
117.040,3,10,10
117.790,5,10,10
118.240,6,10,10
118.840,5,10,10
119.290,1,10,10
120.040,3,10,10
120.490,2,10,10
121.090,1,10,10
121.540,3,10,10
122.290,3,10,10
122.740,5,10,10
123.340,3,10,10
123.790,1,10,10
124.540,2,10,10
124.990,4,10,10
125.590,4,10,10
126.190,4,10,10
126.790,1,10,10
127.240,2,10,10
127.840,4,10,10
128.440,0,10,10
129.115,3,10,10
129.640,5,10,10
130.240,2,10,10
130.840,0,10,10
131.515,1,10,10
132.190,2,10,10
132.790,2,10,10
135.790,2,10,10
136.240,5,10,10
136.990,1,10,10
137.590,1,10,10
138.490,5,10,10
139.090,4,10,10
139.990,1,10,10
140.590,4,10,10
141.490,3,10,10
141.940,4,10,10
142.690,6,10,10
144.265,3,10,10
145.690,0,10,10
146.290,4,10,10
147.040,3,10,10
147.490,2,10,10
148.240,4,10,10
148.840,3,10,10
149.590,1,10,10
150.190,2,10,10
151.090,6,10,10
151.840,3,10,10
152.290,0,10,10
152.965,3,10,10
153.640,3,10,10
154.090,1,10,10
154.990,6,10,10
155.440,6,10,10
156.190,3,10,10
156.640,1,10,10
157.390,1,10,10
157.840,5,10,10
158.590,4,10,10
159.190,1,10,10
159.865,4,10,10
160.690,2,10,10
161.290,1,10,10
162.190,4,10,10
162.640,3,10,10
163.240,3,10,10
163.690,6,10,10
164.590,3,10,10
165.040,5,10,10
165.790,3,10,10
166.240,4,10,10
166.990,0,10,10
167.440,2,10,10
168.190,3,10,10
168.640,2,10,10
169.390,2,10,10
169.840,1,10,10
170.590,5,10,10
171.040,2,10,10
171.790,3,10,10
172.240,3,10,10
172.990,2,10,10
173.440,2,10,10
174.190,1,10,10
174.640,0,10,10
175.390,5,10,10
175.840,3,10,10
176.590,4,10,10
177.040,6,10,10
177.790,6,10,10
178.240,4,10,10
178.990,2,10,10
179.440,3,10,10
180.115,4,10,10
180.790,5,10,10
181.390,4,10,10
181.990,0,10,10
182.440,0,10,10
183.790,3,10,10
184.240,5,10,10
184.990,2,10,10
185.440,4,10,10
186.190,4,10,10
186.640,3,10,10
187.240,6,10,10
187.690,6,10,10
188.590,3,10,10
189.040,0,10,10
189.790,3,10,10
190.240,4,10,10
190.990,3,10,10
191.590,1,10,10
192.265,3,10,10
192.790,4,10,10
193.840,2,10,10
194.290,3,10,10
195.040,2,10,10
195.490,6,10,10
196.240,3,10,10
196.690,2,10,10
197.440,2,10,10
197.890,2,10,10
198.490,4,10,10
198.940,3,10,10
200.590,2,10,10
201.040,4,10,10
201.790,4,10,10
202.240,1,10,10
202.990,5,10,10
203.440,2,10,10
204.190,1,10,10
204.640,1,10,10
205.240,2,10,10
205.690,4,10,10
206.440,3,10,10
206.890,3,10,10
207.490,2,10,10
207.940,4,10,10
208.690,5,10,10
209.140,2,10,10
209.890,3,10,10
210.340,3,10,10
211.090,1,10,10
211.690,5,10,10
212.590,4,10,10
213.040,5,10,10
213.790,4,10,10
214.240,3,10,10
214.990,3,10,10
215.440,1,10,10
216.190,3,10,10
216.640,2,10,10
217.390,1,10,10
217.990,1,10,10
218.590,0,10,10
219.790,4,10,10
222.190,3,10,10
223.690,3,10,10
225.190,3,10,10
226.690,3,10,10
228.190,3,10,10
229.690,3,10,10
231.490,1,10,10
233.890,5,10,10
236.440,6,10,10
239.065,3,10,10
240.565,3,10,10
242.590,5,10,10
243.295,4,10,10
244.001,5,10,10
244.531,4,10,10
245.237,2,10,10
245.677,5,10,10
246.472,2,10,10
247.090,2,10,10
247.531,2,10,10
248.237,2,10,10
248.678,1,10,10
249.295,3,10,10
249.913,4,10,10
250.354,3,10,10
251.060,2,10,10
251.501,0,10,10
252.119,2,10,10
252.560,3,10,10
253.178,5,10,10
253.619,3,10,10
254.413,2,10,10
254.942,0,10,10
255.825,1,10,10
256.265,1,10,10
256.883,3,10,10
257.413,6,10,10
258.119,4,10,10
258.560,2,10,10
259.178,1,10,10
259.707,2,10,10
260.501,2,10,10
260.942,6,10,10
261.648,2,10,10
262.354,1,10,10
263.060,3,10,10
263.766,1,10,10
264.207,3,10,10
264.825,3,10,10
265.266,2,10,10
265.884,4,10,10
266.590,4,10,10
267.119,2,10,10
267.825,3,10,10
268.265,3,10,10
269.060,2,10,10
269.678,3,10,10
270.119,3,10,10
270.825,2,10,10
271.266,4,10,10
271.884,2,10,10
272.501,1,10,10
272.942,4,10,10
273.648,4,10,10
274.089,2,10,10
274.707,3,10,10
275.148,5,10,10
275.766,5,10,10
276.207,2,10,10
276.825,1,10,10
277.531,3,10,10
278.060,4,10,10
279.295,4,10,10
279.736,2,10,10
280.353,4,10,10
280.795,3,10,10
281.413,2,10,10
282.119,4,10,10
282.648,0,10,10
283.354,2,10,10
283.884,5,10,10
284.501,2,10,10
284.942,4,10,10
285.559,4,10,10
286.001,2,10,10
286.707,2,10,10
287.413,2,10,10
287.916,5,10,10
288.516,4,10,10
288.966,1,10,10
289.716,4,10,10
290.166,4,10,10
290.766,5,10,10
291.216,5,10,10
292.266,3,10,10
292.716,2,10,10
293.466,5,10,10
293.916,2,10,10
294.516,2,10,10
294.966,0,10,10
295.716,3,10,10
296.166,2,10,10
297.366,1,10,10
299.766,1,10,10
300.216,2,10,10
300.891,5,10,10
301.341,4,10,10
302.166,2,10,10
302.616,1,10,10
303.216,4,10,10
303.666,5,10,10
304.566,4,10,10
305.016,2,10,10
305.691,1,10,10
306.141,3,10,10
306.816,4,10,10
307.266,2,10,10
308.166,1,10,10
308.616,4,10,10
309.216,4,10,10
309.666,3,10,10
310.266,3,10,10
310.866,0,10,10
311.466,2,10,10
312.216,3,10,10
312.666,4,10,10
313.416,3,10,10
313.866,1,10,10
314.466,0,10,10
314.916,0,10,10
315.516,3,10,10
315.966,4,10,10
316.866,5,10,10
317.316,3,10,10
317.916,2,10,10
318.366,1,10,10
318.966,4,10,10
319.416,4,10,10
320.016,4,10,10
320.616,0,10,10
321.366,3,10,10
321.816,3,10,10
322.416,1,10,10
322.866,3,10,10
323.466,1,10,10
324.066,2,10,10
324.666,3,10,10
325.116,4,10,10
325.716,4,10,10
326.166,5,10,10
326.766,2,10,10
327.366,1,10,10
327.966,1,10,10
328.566,3,10,10
329.316,3,10,10
329.766,2,10,10
330.666,2,10,10
331.116,1,10,10
331.866,1,10,10
332.316,2,10,10
333.516,3,10,10
333.966,3,10,10
334.866,5,10,10
335.316,2,10,10
335.916,4,10,10
336.366,1,10,10
336.966,0,10,10
337.416,1,10,10
338.166,0,10,10
338.616,2,10,10
339.216,1,10,10
339.666,5,10,10
340.266,3,10,10
340.866,4,10,10
341.466,1,10,10
341.916,2,10,10
342.516,2,10,10
342.966,3,10,10
343.866,3,10,10
344.316,4,10,10
345.066,4,10,10
345.516,2,10,10
346.191,1,10,10
346.641,2,10,10
347.316,5,10,10
347.766,5,10,10
348.516,5,10,10
348.966,3,10,10
350.166,1,10,10
350.616,2,10,10
351.216,2,10,10
351.816,1,10,10
352.416,0,10,10
353.016,2,10,10
353.466,3,10,10
354.216,2,10,10
354.666,3,10,10
355.266,2,10,10
355.716,4,10,10
356.391,2,10,10
356.841,1,10,10
357.516,4,10,10
357.966,3,10,10
358.716,4,10,10
359.166,0,10,10
359.766,2,10,10
360.216,1,10,10
